Card Name,Card URL,Image URL,Description,Rarity Symbols
Rhyperior,https://pocket.limitlesstcg.com/cards/A2/169,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_169_EN.webp,It can load up to three projectiles per arm into the holes in its hands. What launches out of those holes could be either rocks or Roggenrola.,#169 · ☆
Lucario,https://pocket.limitlesstcg.com/cards/A2/170,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_170_EN.webp,"It’s said that no foe can remain invisible to Lucario, since it can detect auras—even those of foes it could not otherwise see.",#170 · ☆
Hippopotas,https://pocket.limitlesstcg.com/cards/A2/171,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_171_EN.webp,"It shuts its nostrils tight, then travels through sand as if walking. They form colonies of around 10.",#171 · ☆
Spiritomb,https://pocket.limitlesstcg.com/cards/A2/172,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_172_EN.webp,Its constant mischief and misdeeds resulted in it being bound to an Odd Keystone by a mysterious spell.,#172 · ☆
Croagunk,https://pocket.limitlesstcg.com/cards/A2/173,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_173_EN.webp,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.",#173 · ☆
Heatran,https://pocket.limitlesstcg.com/cards/A2/174,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_174_EN.webp,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.,#174 · ☆
Garchomp,https://pocket.limitlesstcg.com/cards/A2/175,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_175_EN.webp,"It is said that when one runs at high speed, its wings create blades of wind that can fell nearby trees.",#175 · ☆
Staraptor,https://pocket.limitlesstcg.com/cards/A2/176,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_176_EN.webp,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",#176 · ☆
Bidoof,https://pocket.limitlesstcg.com/cards/A2/177,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_177_EN.webp,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.",#177 · ☆
Glameow,https://pocket.limitlesstcg.com/cards/A2/178,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_178_EN.webp,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.,#178 · ☆
Regigigas,https://pocket.limitlesstcg.com/cards/A2/179,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_179_EN.webp,"It is said to have made Pokémon that look like itself from a special ice mountain, rocks, and magma.",#179 · ☆
Yanmega ex,https://pocket.limitlesstcg.com/cards/A2/180,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_180_EN.webp,No Description,#180 · ☆☆
Infernape ex,https://pocket.limitlesstcg.com/cards/A2/181,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_181_EN.webp,No Description,#181 · ☆☆
Palkia ex,https://pocket.limitlesstcg.com/cards/A2/182,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_182_EN.webp,No Description,#182 · ☆☆
Pachirisu ex,https://pocket.limitlesstcg.com/cards/A2/183,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_183_EN.webp,No Description,#183 · ☆☆
Mismagius ex,https://pocket.limitlesstcg.com/cards/A2/184,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_184_EN.webp,No Description,#184 · ☆☆
Gallade ex,https://pocket.limitlesstcg.com/cards/A2/185,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_185_EN.webp,No Description,#185 · ☆☆
Weavile ex,https://pocket.limitlesstcg.com/cards/A2/186,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_186_EN.webp,No Description,#186 · ☆☆
Darkrai ex,https://pocket.limitlesstcg.com/cards/A2/187,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_187_EN.webp,No Description,#187 · ☆☆
Dialga ex,https://pocket.limitlesstcg.com/cards/A2/188,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_188_EN.webp,No Description,#188 · ☆☆
Lickilicky ex,https://pocket.limitlesstcg.com/cards/A2/189,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_189_EN.webp,No Description,#189 · ☆☆
Cyrus,https://pocket.limitlesstcg.com/cards/A2/190,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_190_EN.webp,No Description,#190 · ☆☆
Team Galactic Grunt,https://pocket.limitlesstcg.com/cards/A2/191,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_191_EN.webp,No Description,#191 · ☆☆
Cynthia,https://pocket.limitlesstcg.com/cards/A2/192,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_192_EN.webp,No Description,#192 · ☆☆
Volkner,https://pocket.limitlesstcg.com/cards/A2/193,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_193_EN.webp,No Description,#193 · ☆☆
Dawn,https://pocket.limitlesstcg.com/cards/A2/194,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_194_EN.webp,No Description,#194 · ☆☆
Mars,https://pocket.limitlesstcg.com/cards/A2/195,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_195_EN.webp,No Description,#195 · ☆☆
Yanmega ex,https://pocket.limitlesstcg.com/cards/A2/196,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_196_EN.webp,No Description,#196 · ☆☆
Infernape ex,https://pocket.limitlesstcg.com/cards/A2/197,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_197_EN.webp,No Description,#197 · ☆☆
Pachirisu ex,https://pocket.limitlesstcg.com/cards/A2/198,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_198_EN.webp,No Description,#198 · ☆☆
Mismagius ex,https://pocket.limitlesstcg.com/cards/A2/199,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_199_EN.webp,No Description,#199 · ☆☆
Gallade ex,https://pocket.limitlesstcg.com/cards/A2/200,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_200_EN.webp,No Description,#200 · ☆☆
Weavile ex,https://pocket.limitlesstcg.com/cards/A2/201,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_201_EN.webp,No Description,#201 · ☆☆
Darkrai ex,https://pocket.limitlesstcg.com/cards/A2/202,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_202_EN.webp,No Description,#202 · ☆☆
Lickilicky ex,https://pocket.limitlesstcg.com/cards/A2/203,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_203_EN.webp,No Description,#203 · ☆☆
Palkia ex,https://pocket.limitlesstcg.com/cards/A2/204,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_204_EN.webp,No Description,#204 · ☆☆☆
Dialga ex,https://pocket.limitlesstcg.com/cards/A2/205,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_205_EN.webp,No Description,#205 · ☆☆☆
Palkia ex,https://pocket.limitlesstcg.com/cards/A2/206,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_206_EN.webp,No Description,#206 · ♕
Dialga ex,https://pocket.limitlesstcg.com/cards/A2/207,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2/A2_207_EN.webp,No Description,#207 · ♕
Heracross,https://pocket.limitlesstcg.com/cards/A2a/1,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_001_EN.webp,"It loves sweet nectar. To keep all the nectar to itself, it hurls rivals away with its prized horn.",#1 · ◊◊
Burmy,https://pocket.limitlesstcg.com/cards/A2a/2,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_002_EN.webp,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.",#2 · ◊
Mothim,https://pocket.limitlesstcg.com/cards/A2a/3,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_003_EN.webp,It loves the honey of flowers and steals honey collected by Combee.,#3 · ◊◊
Combee,https://pocket.limitlesstcg.com/cards/A2a/4,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_004_EN.webp,"At night, Combee sleep in a group of about a hundred, packed closely together in a lump.",#4 · ◊
Vespiquen,https://pocket.limitlesstcg.com/cards/A2a/5,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_005_EN.webp,It houses its colony in cells in its body and releases various pheromones to make those grubs do its bidding.,#5 · ◊◊
Cherubi,https://pocket.limitlesstcg.com/cards/A2a/6,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_006_EN.webp,"It nimbly dashes about to avoid getting pecked by bird Pokémon that would love to make off with its small, nutrient-rich storage ball.",#6 · ◊
Cherrim,https://pocket.limitlesstcg.com/cards/A2a/7,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_007_EN.webp,"As a bud, it barely moves. It sits still, placidly waiting for sunlight to appear.",#7 · ◊◊
Cherrim,https://pocket.limitlesstcg.com/cards/A2a/8,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_008_EN.webp,"After absorbing plenty of sunlight, Cherrim takes this form. It’s full of energy while it’s like this, and its liveliness will go on until sundown.",#8 · ◊◊
Carnivine,https://pocket.limitlesstcg.com/cards/A2a/9,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_009_EN.webp,"It attracts prey with its sweet-smelling saliva, then chomps down. It takes a whole day to eat prey.",#9 · ◊◊◊
Leafeon ex,https://pocket.limitlesstcg.com/cards/A2a/10,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_010_EN.webp,No Description,#10 · ◊◊◊◊
Houndour,https://pocket.limitlesstcg.com/cards/A2a/11,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_011_EN.webp,It is smart enough to hunt in packs. It uses a variety of cries for communicating with others.,#11 · ◊
Houndoom,https://pocket.limitlesstcg.com/cards/A2a/12,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_012_EN.webp,"If you are burned by the flames it shoots from its mouth, the pain will never go away.",#12 · ◊◊
Heatran,https://pocket.limitlesstcg.com/cards/A2a/13,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_013_EN.webp,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.,#13 · ◊◊◊
Marill,https://pocket.limitlesstcg.com/cards/A2a/14,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_014_EN.webp,The fur on its body naturally repels water. It can stay dry even when it plays in the water.,#14 · ◊
Azumarill,https://pocket.limitlesstcg.com/cards/A2a/15,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_015_EN.webp,Its long ears are superb sensors. It can distinguish the movements of things in water and tell what they are.,#15 · ◊
Barboach,https://pocket.limitlesstcg.com/cards/A2a/16,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_016_EN.webp,"Its two whiskers provide a sensitive radar. Even in muddy waters, it can detect its prey’s location.",#16 · ◊
Whiscash,https://pocket.limitlesstcg.com/cards/A2a/17,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_017_EN.webp,"It is extremely protective of its territory. If any foe approaches, it attacks using vicious tremors.",#17 · ◊◊
Snorunt,https://pocket.limitlesstcg.com/cards/A2a/18,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_018_EN.webp,It is said that several Snorunt gather under giant leaves and live together in harmony.,#18 · ◊
Froslass,https://pocket.limitlesstcg.com/cards/A2a/19,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_019_EN.webp,"When it finds humans or Pokémon it likes, it freezes them and takes them to its chilly den, where they become decorations.",#19 · ◊◊
Snover,https://pocket.limitlesstcg.com/cards/A2a/20,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_020_EN.webp,"During cold seasons, it migrates to the mountain’s lower reaches. It returns to the snow-covered summit in the spring.",#20 · ◊
Abomasnow,https://pocket.limitlesstcg.com/cards/A2a/21,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_021_EN.webp,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,#21 · ◊◊◊
Glaceon ex,https://pocket.limitlesstcg.com/cards/A2a/22,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_022_EN.webp,No Description,#22 · ◊◊◊◊
Origin Forme Palkia,https://pocket.limitlesstcg.com/cards/A2a/23,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_023_EN.webp,It soars across the sky in a form that greatly resembles the creator of all things. Perhaps this imitation of appearance is Palkia’s strategy for gaining Arceus’s powers.,#23 · ◊◊◊
Phione,https://pocket.limitlesstcg.com/cards/A2a/24,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_024_EN.webp,"When the water warms, they inflate the flotation sac on their heads and drift languidly on the sea in packs.",#24 · ◊◊
Pikachu,https://pocket.limitlesstcg.com/cards/A2a/25,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_025_EN.webp,"When it is angered, it immediately discharges the energy stored in the pouches in its cheeks.",#25 · ◊
Raichu,https://pocket.limitlesstcg.com/cards/A2a/26,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_026_EN.webp,"Its tail discharges electricity into the ground, protecting it from getting shocked.",#26 · ◊◊◊
Electrike,https://pocket.limitlesstcg.com/cards/A2a/27,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_027_EN.webp,It stores static electricity in its fur for discharging. It gives off sparks if a storm approaches.,#27 · ◊
Manectric,https://pocket.limitlesstcg.com/cards/A2a/28,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_028_EN.webp,"It stimulates its own muscles with electricity, so it can move quickly. It eases its soreness with electricity, too, so it can recover quickly as well.",#28 · ◊◊
Clefairy,https://pocket.limitlesstcg.com/cards/A2a/29,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_029_EN.webp,It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.,#29 · ◊
Clefable,https://pocket.limitlesstcg.com/cards/A2a/30,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_030_EN.webp,"A timid fairy Pokémon that is rarely seen, it will run and hide the moment it senses people.",#30 · ◊◊
Gastly,https://pocket.limitlesstcg.com/cards/A2a/31,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_031_EN.webp,"It wraps its opponent in its gas-like body, slowly weakening its prey by poisoning it through the skin.",#31 · ◊
Haunter,https://pocket.limitlesstcg.com/cards/A2a/32,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_032_EN.webp,It likes to lurk in the dark and tap shoulders with a gaseous hand. Its touch causes endless shuddering.,#32 · ◊
Gengar,https://pocket.limitlesstcg.com/cards/A2a/33,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_033_EN.webp,"To steal the life of its target, it slips into the prey’s shadow and silently waits for an opportunity.",#33 · ◊◊
Unown,https://pocket.limitlesstcg.com/cards/A2a/34,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_034_EN.webp,"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.",#34 · ◊◊
Rotom,https://pocket.limitlesstcg.com/cards/A2a/35,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_035_EN.webp,Its electricity-like body can enter some kinds of machines and take control in order to make mischief.,#35 · ◊◊◊
Sudowoodo,https://pocket.limitlesstcg.com/cards/A2a/36,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_036_EN.webp,"Although it always pretends to be a tree, its composition appears more similar to rock than to vegetation.",#36 · ◊◊
Phanpy,https://pocket.limitlesstcg.com/cards/A2a/37,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_037_EN.webp,"This Pokémon lives and nests on a riverbank. After playing in the mud, it won’t be able to settle down unless it washes its body.",#37 · ◊
Donphan,https://pocket.limitlesstcg.com/cards/A2a/38,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_038_EN.webp,"Donphan is covered in tough hide, so even being hit by a car won’t faze this Pokémon. However, it is extremely susceptible to rain.",#38 · ◊◊
Larvitar,https://pocket.limitlesstcg.com/cards/A2a/39,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A2a/A2a_039_EN.webp,"Born deep underground, this Pokémon becomes a pupa after eating enough dirt to make a mountain.",#39 · ◊
